FID,SHAPE,NAME,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.539010,POINT (16.393578010380736 48.24736314661757),Auslaufbrunnen,539010,
TRINKBRUNNENOGD.539011,POINT (16.366980144848014 48.26390505525248),Auslaufbrunnen,539011,
TRINKBRUNNENOGD.539012,POINT (16.36838800809559 48.26040995225297),Auslaufbrunnen,539012,
TRINKBRUNNENOGD.539013,POINT (16.43006816829398 48.208004362110024),Auslaufbrunnen,539013,
TRINKBRUNNENOGD.539014,POINT (16.44764934072441 48.19528682796947),Auslaufbrunnen,539014,
TRINKBRUNNENOGD.539015,POINT (16.361280740799078 48.2168359919009),Auslaufbrunnen,539015,
TRINKBRUNNENOGD.539016,POINT (16.479625542638868 48.167526245284414),Auslaufbrunnen,539016,
TRINKBRUNNENOGD.539017,POINT (16.366982914622433 48.254208607137),Auslaufbrunnen,539017,
TRINKBRUNNENOGD.539018,POINT (16.277890038767172 48.21537199384166),Auslaufbrunnen,539018,
TRINKBRUNNENOGD.539019,POINT (16.24816481348387 48.21000706662514),Auslaufbrunnen,539019,
TRINKBRUNNENOGD.539020,POINT (16.44744166890938 48.28768708548947),Auslaufbrunnen,539020,
TRINKBRUNNENOGD.539021,POINT (16.3772199228911 48.17677603930111),Auslaufbrunnen,539021,
TRINKBRUNNENOGD.539022,POINT (16.44513793169481 48.28692290570232),Auslaufbrunnen,539022,
TRINKBRUNNENOGD.539023,POINT (16.371067107333918 48.2327497530557),Auslaufbrunnen,539023,
TRINKBRUNNENOGD.539024,POINT (16.359433074584874 48.21022059392731),Auslaufbrunnen,539024,
TRINKBRUNNENOGD.539025,POINT (16.421961083948958 48.28914036705858),Auslaufbrunnen,539025,
TRINKBRUNNENOGD.538170,POINT (16.443756493834695 48.25858205221956),Trinkbrunnen mit Tränke,538170,
TRINKBRUNNENOGD.538171,POINT (16.36626055216742 48.18137256471923),Trinkbrunnen mit Tränke,538171,
TRINKBRUNNENOGD.538172,POINT (16.365369743252018 48.18030417957473),Trinkbrunnen,538172,
TRINKBRUNNENOGD.538173,POINT (16.480631206627685 48.22024927759485),Trinkbrunnen mit Tränke,538173,
TRINKBRUNNENOGD.538174,POINT (16.33797803798725 48.207362778241134),Trinkbrunnen mit Tränke,538174,
TRINKBRUNNENOGD.538175,POINT (16.329939833238093 48.234242087322514),Trinkbrunnen mit Tränke,538175,
TRINKBRUNNENOGD.538176,POINT (16.337578640423622 48.23457960533409),Trinkbrunnen mit Tränke,538176,
TRINKBRUNNENOGD.538177,POINT (16.310966106061766 48.18786688995527),Trinkbrunnen mit Tränke,538177,
TRINKBRUNNENOGD.538178,POINT (16.251628983099874 48.20203332539978),Trinkbrunnen,538178,
TRINKBRUNNENOGD.538179,POINT (16.354469916682426 48.18976285869092),Trinkbrunnen,538179,
TRINKBRUNNENOGD.538180,POINT (16.399669713908935 48.25159801743993),Trinkbrunnen,538180,
TRINKBRUNNENOGD.538181,POINT (16.389861221268422 48.25640443763991),Trinkbrunnen,538181,
TRINKBRUNNENOGD.538182,POINT (16.395019398492494 48.25266370473459),Trinkbrunnen,538182,
TRINKBRUNNENOGD.538183,POINT (16.411690040400202 48.25161272502459),Spielbrunnen,538183,
TRINKBRUNNENOGD.538184,POINT (16.4151333124603 48.25268077996046),Trinkbrunnen,538184,
TRINKBRUNNENOGD.538185,POINT (16.398359924964637 48.26442540051378),Trinkbrunnen,538185,
TRINKBRUNNENOGD.538186,POINT (16.388828287127403 48.26681147319529),Spielbrunnen,538186,
TRINKBRUNNENOGD.538187,POINT (16.38401745840749 48.2698566500425),Trinkbrunnen,538187,
TRINKBRUNNENOGD.538188,POINT (16.399794747227375 48.254953104528724),Trinkbrunnen mit Tränke,538188,
TRINKBRUNNENOGD.538189,POINT (16.393710542004747 48.27292464745999),Trinkbrunnen mit Tränke,538189,
TRINKBRUNNENOGD.538190,POINT (16.348066684740516 48.18123684465836),Trinkbrunnen mit Tränke,538190,
TRINKBRUNNENOGD.538191,POINT (16.346924828023923 48.1816711689251),Trinkbrunnen,538191,
TRINKBRUNNENOGD.538192,POINT (16.345834937280053 48.18185686528463),Trinkbrunnen mit Tränke,538192,
TRINKBRUNNENOGD.538193,POINT (16.333080451930194 48.18150276277729),Trinkbrunnen mit Tränke,538193,
TRINKBRUNNENOGD.538194,POINT (16.306110256370697 48.1649236309202),Trinkbrunnen,538194,
TRINKBRUNNENOGD.538195,POINT (16.33707345763108 48.18666220767479),Trinkbrunnen mit Tränke,538195,
TRINKBRUNNENOGD.538196,POINT (16.33131697002151 48.175897910985725),Trinkbrunnen mit Tränke,538196,
TRINKBRUNNENOGD.538197,POINT (16.33916265493384 48.18128064729964),Trinkbrunnen mit Tränke,538197,
TRINKBRUNNENOGD.538198,POINT (16.339564726167325 48.18148114763426),Trinkbrunnen mit Tränke,538198,
TRINKBRUNNENOGD.538199,POINT (16.328621129992634 48.17303774667775),Trinkbrunnen,538199,
TRINKBRUNNENOGD.538200,POINT (16.32736995122627 48.182304077527334),Trinkbrunnen mit Tränke,538200,
TRINKBRUNNENOGD.538201,POINT (16.32797010142746 48.18228524182756),Trinkbrunnen mit Tränke,538201,
TRINKBRUNNENOGD.538202,POINT (16.334659910922003 48.17889782354881),Trinkbrunnen mit Tränke,538202,
TRINKBRUNNENOGD.538203,POINT (16.326880349442074 48.15921544233657),Trinkbrunnen mit Tränke,538203,
TRINKBRUNNENOGD.538204,POINT (16.324051336644136 48.16075011058456),Trinkbrunnen,538204,
TRINKBRUNNENOGD.538205,POINT (16.323568476940395 48.16029733434958),Trinkbrunnen,538205,
TRINKBRUNNENOGD.538206,POINT (16.32834662879233 48.18056966004518),Trinkbrunnen,538206,
TRINKBRUNNENOGD.538207,POINT (16.32074848951202 48.17091466380937),Trinkbrunnen mit Tränke,538207,
TRINKBRUNNENOGD.538208,POINT (16.34731954830505 48.18236137210179),Trinkbrunnen mit Tränke,538208,
TRINKBRUNNENOGD.538209,POINT (16.339418851402144 48.17823119417681),Trinkbrunnen,538209,
TRINKBRUNNENOGD.538210,POINT (16.338652224717343 48.178713737395285),Trinkbrunnen,538210,
TRINKBRUNNENOGD.538211,POINT (16.28096999674738 48.16572840147923),Trinkbrunnen,538211,
TRINKBRUNNENOGD.538212,POINT (16.272764827384815 48.16447845215162),Trinkbrunnen,538212,
TRINKBRUNNENOGD.538714,POINT (16.506069125456044 48.164938990264645),Trinkbrunnen,538714,
TRINKBRUNNENOGD.538715,POINT (16.466224740992544 48.18949663181605),Trinkbrunnen,538715,
TRINKBRUNNENOGD.538716,POINT (16.464297748964 48.19182771262281),Trinkbrunnen,538716,
TRINKBRUNNENOGD.538717,POINT (16.43260630979664 48.213311502151534),Trinkbrunnen,538717,
TRINKBRUNNENOGD.538718,POINT (16.421220996002493 48.21975399878621),Trinkbrunnen,538718,
TRINKBRUNNENOGD.538719,POINT (16.40933827603865 48.22821579849827),Trinkbrunnen,538719,
TRINKBRUNNENOGD.538720,POINT (16.402203914025314 48.23384855787853),Trinkbrunnen,538720,
TRINKBRUNNENOGD.538721,POINT (16.397246924692055 48.238284313560875),Trinkbrunnen,538721,
TRINKBRUNNENOGD.538722,POINT (16.394518221837604 48.24003746095278),Trinkbrunnen,538722,
TRINKBRUNNENOGD.538723,POINT (16.393408000837557 48.24134728622725),Trinkbrunnen,538723,
TRINKBRUNNENOGD.538724,POINT (16.388313535304743 48.247257399903255),Trinkbrunnen,538724,
TRINKBRUNNENOGD.538725,POINT (16.38958351609433 48.24725600627958),Trinkbrunnen,538725,
TRINKBRUNNENOGD.538726,POINT (16.391039846026406 48.24323431560451),Trinkbrunnen,538726,
TRINKBRUNNENOGD.538727,POINT (16.393113475659472 48.24321577672999),Trinkbrunnen,538727,
TRINKBRUNNENOGD.538728,POINT (16.39123544647985 48.24526495309039),Trinkbrunnen,538728,
TRINKBRUNNENOGD.538729,POINT (16.386565027178396 48.24986168781223),Trinkbrunnen,538729,
TRINKBRUNNENOGD.538730,POINT (16.382953305489696 48.251947344955),Trinkbrunnen,538730,
TRINKBRUNNENOGD.538731,POINT (16.347123386482714 48.29773908753822),Trinkbrunnen,538731,
TRINKBRUNNENOGD.538732,POINT (16.41866688845527 48.22540292631247),Trinkbrunnen,538732,
TRINKBRUNNENOGD.538733,POINT (16.456399526825134 48.200122117244916),Trinkbrunnen,538733,
TRINKBRUNNENOGD.538734,POINT (16.508414310558315 48.1666977344086),Trinkbrunnen,538734,
TRINKBRUNNENOGD.538735,POINT (16.45280579246336 48.20255523789013),Trinkbrunnen,538735,
TRINKBRUNNENOGD.538736,POINT (16.44838972867962 48.20550391850288),Trinkbrunnen,538736,
TRINKBRUNNENOGD.538737,POINT (16.50486387990226 48.168845908124595),Trinkbrunnen,538737,
TRINKBRUNNENOGD.538738,POINT (16.499109900018425 48.17237902174305),Trinkbrunnen,538738,
TRINKBRUNNENOGD.538739,POINT (16.493739666993445 48.17575668418499),Trinkbrunnen,538739,
TRINKBRUNNENOGD.538740,POINT (16.49080477693015 48.17748799507619),Trinkbrunnen,538740,
TRINKBRUNNENOGD.538741,POINT (16.482288694719045 48.183002649766635),Trinkbrunnen,538741,
TRINKBRUNNENOGD.538742,POINT (16.473830953851255 48.188514918008146),Trinkbrunnen,538742,
TRINKBRUNNENOGD.538743,POINT (16.470110650832762 48.19096294125301),Trinkbrunnen,538743,
TRINKBRUNNENOGD.538744,POINT (16.463066781833447 48.195593692884025),Trinkbrunnen,538744,
TRINKBRUNNENOGD.538745,POINT (16.438794177611683 48.211827970011896),Trinkbrunnen,538745,
TRINKBRUNNENOGD.538746,POINT (16.422180042561166 48.22312877053894),Trinkbrunnen,538746,
TRINKBRUNNENOGD.538747,POINT (16.40775126750445 48.23414444038494),Trinkbrunnen,538747,
TRINKBRUNNENOGD.538748,POINT (16.402450389304114 48.239031553244494),Trinkbrunnen,538748,
TRINKBRUNNENOGD.538749,POINT (16.404468810903833 48.23679311818783),Trinkbrunnen,538749,
TRINKBRUNNENOGD.538750,POINT (16.398676051927104 48.24160501904354),Trinkbrunnen,538750,
TRINKBRUNNENOGD.538751,POINT (16.39571769202984 48.24547706554557),Trinkbrunnen,538751,
TRINKBRUNNENOGD.538752,POINT (16.393787156644237 48.24701026073013),Trinkbrunnen,538752,
TRINKBRUNNENOGD.538753,POINT (16.37544865307721 48.267773296925796),Trinkbrunnen,538753,
TRINKBRUNNENOGD.538754,POINT (16.32861911173173 48.20733811518027),Auslaufbrunnen,538754,
TRINKBRUNNENOGD.538755,POINT (16.392531909030225 48.29509210763389),Auslaufbrunnen,538755,
TRINKBRUNNENOGD.538756,POINT (16.452024598413818 48.28637811257671),Auslaufbrunnen,538756,
TRINKBRUNNENOGD.538757,POINT (16.451682737314844 48.282616030752415),Auslaufbrunnen,538757,
TRINKBRUNNENOGD.538758,POINT (16.38092445794264 48.30113982336536),Auslaufbrunnen,538758,
TRINKBRUNNENOGD.538759,POINT (16.38522464558823 48.297827549427524),Auslaufbrunnen,538759,
TRINKBRUNNENOGD.538760,POINT (16.38734941195984 48.300896213625855),Auslaufbrunnen,538760,
TRINKBRUNNENOGD.538761,POINT (16.405372052576556 48.30406975531127),Auslaufbrunnen,538761,
TRINKBRUNNENOGD.538762,POINT (16.4070087620374 48.30535026335152),Auslaufbrunnen,538762,
TRINKBRUNNENOGD.538763,POINT (16.334688842711216 48.22150150665925),Auslaufbrunnen,538763,
TRINKBRUNNENOGD.538764,POINT (16.27644767551681 48.240051418684),Auslaufbrunnen,538764,
TRINKBRUNNENOGD.538765,POINT (16.26772299559618 48.15082790005538),Auslaufbrunnen,538765,
TRINKBRUNNENOGD.538766,POINT (16.447753794044253 48.15233427434758),Auslaufbrunnen,538766,
TRINKBRUNNENOGD.538767,POINT (16.44002612023456 48.146899336613444),Auslaufbrunnen,538767,
TRINKBRUNNENOGD.538768,POINT (16.287626901880472 48.164935422770604),Auslaufbrunnen,538768,
TRINKBRUNNENOGD.538769,POINT (16.271676130523527 48.16701529963313),Auslaufbrunnen,538769,
TRINKBRUNNENOGD.538770,POINT (16.256676887870952 48.166716227738085),Auslaufbrunnen,538770,
TRINKBRUNNENOGD.538771,POINT (16.315521367483456 48.17657180021945),Auslaufbrunnen,538771,
TRINKBRUNNENOGD.538772,POINT (16.26553799547146 48.174600530354795),Auslaufbrunnen,538772,
TRINKBRUNNENOGD.538773,POINT (16.34065912154417 48.18190955851756),Auslaufbrunnen,538773,
TRINKBRUNNENOGD.538774,POINT (16.275321437350676 48.191305890730014),Auslaufbrunnen,538774,
TRINKBRUNNENOGD.538775,POINT (16.298619734784886 48.20474825121561),Auslaufbrunnen,538775,
TRINKBRUNNENOGD.538776,POINT (16.31274450547013 48.199167842764204),Auslaufbrunnen,538776,
TRINKBRUNNENOGD.538213,POINT (16.260087550833994 48.19363678958505),Trinkbrunnen mit Tränke,538213,
TRINKBRUNNENOGD.538214,POINT (16.261299496544265 48.19241668850759),Trinkbrunnen mit Tränke,538214,
TRINKBRUNNENOGD.538215,POINT (16.287145704702276 48.1855296720267),Trinkbrunnen mit Tränke,538215,
TRINKBRUNNENOGD.538216,POINT (16.28212223294583 48.16842930194341),Trinkbrunnen,538216,
TRINKBRUNNENOGD.538217,POINT (16.274357129786225 48.181209517993004),Trinkbrunnen mit Tränke,538217,
TRINKBRUNNENOGD.538218,POINT (16.271665299371527 48.19034443767502),Trinkbrunnen,538218,
TRINKBRUNNENOGD.538219,POINT (16.275916691876915 48.17373602745857),Trinkbrunnen,538219,
TRINKBRUNNENOGD.538220,POINT (16.314947765790052 48.139828024206274),Trinkbrunnen mit Tränke,538220,
TRINKBRUNNENOGD.538221,POINT (16.315195829397414 48.14023841506695),Trinkbrunnen mit Tränke,538221,
TRINKBRUNNENOGD.538222,POINT (16.28005383708094 48.139423771778326),Trinkbrunnen,538222,
TRINKBRUNNENOGD.538223,POINT (16.34479027146397 48.15171568935638),Trinkbrunnen mit Tränke,538223,
TRINKBRUNNENOGD.538224,POINT (16.340970755786454 48.15059877711665),Trinkbrunnen mit Tränke,538224,
TRINKBRUNNENOGD.538225,POINT (16.282249652272636 48.145198471205234),Trinkbrunnen mit Tränke,538225,
TRINKBRUNNENOGD.538226,POINT (16.305439419656537 48.152328968716645),Trinkbrunnen mit Tränke,538226,
TRINKBRUNNENOGD.538227,POINT (16.353011040387013 48.14772671264427),Trinkbrunnen,538227,
TRINKBRUNNENOGD.538228,POINT (16.274752252421393 48.137551287348415),Trinkbrunnen mit Tränke,538228,
TRINKBRUNNENOGD.538229,POINT (16.31328489751051 48.148836138930584),Trinkbrunnen,538229,
TRINKBRUNNENOGD.538230,POINT (16.31307631933657 48.148087735862376),Trinkbrunnen,538230,
TRINKBRUNNENOGD.538231,POINT (16.333031629743743 48.150057906469726),Trinkbrunnen mit Tränke,538231,
TRINKBRUNNENOGD.538232,POINT (16.303786359101235 48.14940448785698),Trinkbrunnen,538232,
TRINKBRUNNENOGD.538233,POINT (16.267183604037047 48.14924984482162),Trinkbrunnen mit Tränke,538233,
TRINKBRUNNENOGD.538234,POINT (16.288265852627354 48.140491077549505),Trinkbrunnen mit Tränke,538234,
TRINKBRUNNENOGD.538235,POINT (16.31256056150534 48.13042130424849),Trinkbrunnen,538235,
TRINKBRUNNENOGD.538236,POINT (16.311145211738076 48.19607807912086),Trinkbrunnen,538236,
TRINKBRUNNENOGD.538237,POINT (16.435187184764803 48.230558538996526),Trinkbrunnen,538237,
TRINKBRUNNENOGD.538238,POINT (16.4390385827708 48.231738548763914),Trinkbrunnen,538238,
TRINKBRUNNENOGD.538239,POINT (16.41806455417537 48.23181968824714),Trinkbrunnen mit Tränke,538239,
TRINKBRUNNENOGD.538240,POINT (16.41890621560257 48.23172174126161),Trinkbrunnen,538240,
TRINKBRUNNENOGD.538241,POINT (16.41721089958366 48.231160522070354),Trinkbrunnen,538241,
TRINKBRUNNENOGD.538242,POINT (16.449850170981684 48.231745140333494),Trinkbrunnen mit Tränke,538242,
TRINKBRUNNENOGD.538243,POINT (16.44943507139614 48.236796308792066),Trinkbrunnen mit Tränke,538243,
TRINKBRUNNENOGD.538244,POINT (16.444112119139916 48.238717259504135),Trinkbrunnen mit Tränke,538244,
TRINKBRUNNENOGD.538245,POINT (16.44120125591377 48.240813159408866),Trinkbrunnen mit Tränke,538245,
TRINKBRUNNENOGD.538246,POINT (16.342431141091108 48.21192000312727),Trinkbrunnen mit Tränke,538246,
TRINKBRUNNENOGD.538247,POINT (16.399853149473547 48.24904210144492),Hundetrinkbrunnen,538247,
TRINKBRUNNENOGD.538248,POINT (16.405511230669998 48.240719369293906),Trinkbrunnen,538248,
TRINKBRUNNENOGD.538249,POINT (16.405293180911926 48.23842044982915),Trinkbrunnen,538249,
TRINKBRUNNENOGD.538250,POINT (16.410426575214267 48.23688116848666),Trinkbrunnen,538250,
TRINKBRUNNENOGD.538251,POINT (16.419234796075266 48.23901186817942),Trinkbrunnen mit Tränke,538251,
TRINKBRUNNENOGD.538252,POINT (16.416032785941287 48.24141261169186),Trinkbrunnen,538252,
TRINKBRUNNENOGD.538253,POINT (16.39274938371306 48.23305882854912),Spielbrunnen,538253,
TRINKBRUNNENOGD.538254,POINT (16.369172201820497 48.22167812609382),Trinkbrunnen mit Tränke,538254,
TRINKBRUNNENOGD.538255,POINT (16.387839614581914 48.22471370781522),Trinkbrunnen,538255,
TRINKBRUNNENOGD.538256,POINT (16.342076448862798 48.211955199051516),Trinkbrunnen mit Tränke,538256,
TRINKBRUNNENOGD.538257,POINT (16.372557309955486 48.218070795855255),Trinkbrunnen mit Tränke,538257,
TRINKBRUNNENOGD.538258,POINT (16.416863424083378 48.21628580870468),Trinkbrunnen,538258,
TRINKBRUNNENOGD.538259,POINT (16.400354169643435 48.220277232143545),Trinkbrunnen mit Tränke,538259,
TRINKBRUNNENOGD.538260,POINT (16.382309368772752 48.215093377744054),Trinkbrunnen,538260,
TRINKBRUNNENOGD.538261,POINT (16.40517633337065 48.21680173021775),Trinkbrunnen,538261,
TRINKBRUNNENOGD.538262,POINT (16.386063080898094 48.217180980423414),Trinkbrunnen,538262,
TRINKBRUNNENOGD.538263,POINT (16.4045193363824 48.224280645717215),Trinkbrunnen mit Tränke,538263,
TRINKBRUNNENOGD.538264,POINT (16.40315634477416 48.22642815841202),Trinkbrunnen,538264,
TRINKBRUNNENOGD.538265,POINT (16.40238742526418 48.225685782160944),Trinkbrunnen,538265,
TRINKBRUNNENOGD.538266,POINT (16.417659480756896 48.177400468045505),Trinkbrunnen,538266,
TRINKBRUNNENOGD.538267,POINT (16.399539047383186 48.21267193842436),Trinkbrunnen,538267,
TRINKBRUNNENOGD.538268,POINT (16.394550288605267 48.21639600986507),Trinkbrunnen,538268,
TRINKBRUNNENOGD.538269,POINT (16.408354011725937 48.204807249391386),Trinkbrunnen mit Tränke,538269,
TRINKBRUNNENOGD.538270,POINT (16.406548842859717 48.20391067359332),Trinkbrunnen,538270,
TRINKBRUNNENOGD.538271,POINT (16.378169131773774 48.214263059676824),Trinkbrunnen mit Tränke,538271,
TRINKBRUNNENOGD.538272,POINT (16.28379955421901 48.19878608463168),Trinkbrunnen mit Tränke,538272,
TRINKBRUNNENOGD.538273,POINT (16.282749207353053 48.19882414996278),Trinkbrunnen,538273,
TRINKBRUNNENOGD.538274,POINT (16.477427506307375 48.25365032141274),Trinkbrunnen,538274,
TRINKBRUNNENOGD.538275,POINT (16.413159571008094 48.27502069601236),Trinkbrunnen,538275,
TRINKBRUNNENOGD.538276,POINT (16.36771715803988 48.21458907304913),Trinkbrunnen,538276,
TRINKBRUNNENOGD.538277,POINT (16.371529605776917 48.214402689762366),Trinkbrunnen mit Tränke,538277,
TRINKBRUNNENOGD.538278,POINT (16.356170015515982 48.2074117790017),Trinkbrunnen mit Tränke,538278,
TRINKBRUNNENOGD.538279,POINT (16.483716240050274 48.28087307545219),Trinkbrunnen,538279,
TRINKBRUNNENOGD.538280,POINT (16.44947856340029 48.23771259060776),Trinkbrunnen,538280,
TRINKBRUNNENOGD.538281,POINT (16.439168794981356 48.238395013835444),Trinkbrunnen,538281,
TRINKBRUNNENOGD.538282,POINT (16.330677758001524 48.21726049932869),Trinkbrunnen,538282,
TRINKBRUNNENOGD.538283,POINT (16.32591146976583 48.21465426345208),Trinkbrunnen mit Tränke,538283,
TRINKBRUNNENOGD.538284,POINT (16.314383819926068 48.225048442224185),Trinkbrunnen,538284,
TRINKBRUNNENOGD.538285,POINT (16.33033760489824 48.22320082184092),Trinkbrunnen mit Tränke,538285,
TRINKBRUNNENOGD.538286,POINT (16.315060745093152 48.23209052064863),Trinkbrunnen,538286,
TRINKBRUNNENOGD.538287,POINT (16.30452332240657 48.22904318192195),Trinkbrunnen,538287,
TRINKBRUNNENOGD.538288,POINT (16.33487498806508 48.21890195359432),Trinkbrunnen,538288,
TRINKBRUNNENOGD.538289,POINT (16.323968046792544 48.22456595259662),Trinkbrunnen mit Tränke,538289,
TRINKBRUNNENOGD.538290,POINT (16.314571499510137 48.223483088037916),Trinkbrunnen,538290,
TRINKBRUNNENOGD.538291,POINT (16.518499715717397 48.20867180244167),Trinkbrunnen,538291,
TRINKBRUNNENOGD.538292,POINT (16.431939818007407 48.24707996248052),Trinkbrunnen,538292,
TRINKBRUNNENOGD.538293,POINT (16.4483488874154 48.248639214303886),Trinkbrunnen,538293,
TRINKBRUNNENOGD.538294,POINT (16.441520747484972 48.24522269537514),Trinkbrunnen mit Tränke,538294,
TRINKBRUNNENOGD.538295,POINT (16.334084411076816 48.236794237946754),Trinkbrunnen,538295,
TRINKBRUNNENOGD.538296,POINT (16.326915511458285 48.18974889024273),Trinkbrunnen mit Tränke,538296,
TRINKBRUNNENOGD.538297,POINT (16.324756066350947 48.225513048345505),Trinkbrunnen mit Tränke,538297,
TRINKBRUNNENOGD.538298,POINT (16.433522773472582 48.25214278753884),Trinkbrunnen mit Tränke,538298,
TRINKBRUNNENOGD.538299,POINT (16.433574493857712 48.254426833783846),Trinkbrunnen mit Tränke,538299,
TRINKBRUNNENOGD.538300,POINT (16.30837861887319 48.20923872501301),Trinkbrunnen mit Tränke,538300,
TRINKBRUNNENOGD.538301,POINT (16.307273694029835 48.20104427902003),Trinkbrunnen mit Tränke,538301,
TRINKBRUNNENOGD.538302,POINT (16.307550185432913 48.201282769911764),Trinkbrunnen mit Tränke,538302,
TRINKBRUNNENOGD.538303,POINT (16.344639945635645 48.18020310315936),Trinkbrunnen mit Tränke,538303,
TRINKBRUNNENOGD.538304,POINT (16.30446000215257 48.20871419796961),Trinkbrunnen mit Tränke,538304,
TRINKBRUNNENOGD.538305,POINT (16.40874149457621 48.17197065509845),Trinkbrunnen,538305,
TRINKBRUNNENOGD.538306,POINT (16.338960280597608 48.225808177374894),Trinkbrunnen mit Tränke,538306,
TRINKBRUNNENOGD.538307,POINT (16.33903856908402 48.22657575230784),Trinkbrunnen,538307,
TRINKBRUNNENOGD.538308,POINT (16.349796823686564 48.23240528826867),Trinkbrunnen mit Tränke,538308,
TRINKBRUNNENOGD.538309,POINT (16.308205364113817 48.22194081472752),Trinkbrunnen,538309,
TRINKBRUNNENOGD.538310,POINT (16.31095396140352 48.22273292882753),Trinkbrunnen mit Tränke,538310,
TRINKBRUNNENOGD.538311,POINT (16.33554910619812 48.20213556622107),Trinkbrunnen,538311,
TRINKBRUNNENOGD.538312,POINT (16.33563919328405 48.20190239842753),Trinkbrunnen,538312,
TRINKBRUNNENOGD.538313,POINT (16.300802463414673 48.16724428284896),Trinkbrunnen,538313,
TRINKBRUNNENOGD.538314,POINT (16.361329203243297 48.198744172718015),Trinkbrunnen mit Tränke,538314,
